lemma	length	difficulty	morphology_tags	plural_only	zipf_frequency	frequency_rank_for_length	source	status	manual_decision
убийца	6	HARD	NOUN,anim,ms-f plur,ablt | NOUN,anim,ms-f plur,accs | NOUN,anim,ms-f plur,datv | NOUN,anim,ms-f plur,gent | NOUN,anim,ms-f plur,loct | NOUN,anim,ms-f plur,nomn | NOUN,anim,ms-f sing,ablt | NOUN,anim,ms-f sing,ablt,V-ey | NOUN,anim,ms-f sing,accs | NOUN,anim,ms-f sing,datv | NOUN,anim,ms-f sing,gent | NOUN,anim,ms-f sing,loct | NOUN,anim,ms-f sing,nomn	false	4.19	157	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
уборка	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.66	410	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
убыток	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gen2 | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.64	422	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
угловой	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.78	310	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
угол	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loc2 | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.40	112	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
уголок	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loc2 | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.74	346	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
уголь	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,ablt,Infr | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,accs,Litr | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loc2 | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn | NOUN,inan,masc sing,nomn,Litr	false	4.08	240	TRUSTED_V1	TRUSTED	ALLOW
угроза	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.25	147	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
удар	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.77	52	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
удача	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-ey | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.06	248	TRUSTED_V1	TRUSTED	ALLOW
удел	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.57	357	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
уезд	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.36	460	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
ужас	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.35	126	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
ужин	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.63	70	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
узел	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.94	224	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
узор	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.49	386	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
указ	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.47	99	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
уклон	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.35	702	TRUSTED_V1	TRUSTED	ALLOW
укол	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.48	389	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
укроп	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gen2 | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.02	1025	TRUSTED_V1	TRUSTED	ALLOW
укус	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.32	490	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
улан	4	EASY	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,accs,Infr | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,gent,Infr | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	4.02	198	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
улика	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	2.65	1492	TRUSTED_V1	TRUSTED	ALLOW
улица	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-ey | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.46	108	TRUSTED_V1	TRUSTED	ALLOW
улов	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.33	484	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
улыбка	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.11	187	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
умение	6	HARD	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,ablt,V-be | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,accs,V-be | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,datv,V-be | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,loct,V-be | NOUN,inan,neut plur,nomn | NOUN,inan,neut plur,nomn,V-be | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,ablt,V-be | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,accs,V-be | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,datv,V-be | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,gent,V-be | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,loct,V-be | NOUN,inan,neut sing,loct,V-be,V-bi | NOUN,inan,neut sing,nomn | NOUN,inan,neut sing,nomn,V-be	false	4.13	180	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
умница	6	HARD	NOUN,anim,ms-f plur,ablt | NOUN,anim,ms-f plur,accs | NOUN,anim,ms-f plur,datv | NOUN,anim,ms-f plur,gent | NOUN,anim,ms-f plur,loct | NOUN,anim,ms-f plur,nomn | NOUN,anim,ms-f sing,ablt | NOUN,anim,ms-f sing,ablt,V-ey | NOUN,anim,ms-f sing,accs | NOUN,anim,ms-f sing,datv | NOUN,anim,ms-f sing,gent | NOUN,anim,ms-f sing,loct | NOUN,anim,ms-f sing,nomn	false	3.74	347	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
упадок	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.60	459	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
упор	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.96	216	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
ураган	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.81	306	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
уран	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.47	393	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
уровень	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	5.18	8	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
урод	4	EASY	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.72	296	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
урожай	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.30	123	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
урок	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.42	109	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
урон	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.67	313	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
усадьба	7	EXPERT	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.75	329	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
условие	7	EXPERT	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,ablt,V-be | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,accs,V-be | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,datv,V-be | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,loct,V-be | NOUN,inan,neut plur,nomn | NOUN,inan,neut plur,nomn,V-be | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,ablt,V-be | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,accs,V-be | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,datv,V-be | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,gent,V-be | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,loct,V-be | NOUN,inan,neut sing,loct,V-be,V-bi | NOUN,inan,neut sing,nomn | NOUN,inan,neut sing,nomn,V-be	false	4.04	207	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
услуга	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.74	348	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
успех	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.68	61	TRUSTED_V1	TRUSTED	ALLOW
уста	4	EASY	NOUN,inan,GNdr,Pltm plur,ablt | NOUN,inan,GNdr,Pltm plur,accs | NOUN,inan,GNdr,Pltm plur,datv | NOUN,inan,GNdr,Pltm plur,gent | NOUN,inan,GNdr,Pltm plur,loct | NOUN,inan,GNdr,Pltm plur,nomn	true	3.40	440	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
уступ	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	2.55	1620	TRUSTED_V1	TRUSTED	ALLOW
утечка	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.65	417	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
утка	4	EASY	NOUN,anim,femn plur,ablt | NOUN,anim,femn plur,accs | NOUN,anim,femn plur,datv | NOUN,anim,femn plur,gent | NOUN,anim,femn plur,loct | NOUN,anim,femn plur,nomn | NOUN,anim,femn sing,ablt | NOUN,anim,femn sing,ablt,V-oy | NOUN,anim,femn sing,accs | NOUN,anim,femn sing,datv | NOUN,anim,femn sing,gent | NOUN,anim,femn sing,loct | NOUN,anim,femn sing,nomn | NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.61	336	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
утро	4	EASY	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,nomn | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,nomn	false	4.98	29	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
уход	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.22	153	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
участие	7	EXPERT	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,ablt,V-be | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,accs,V-be | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,datv,V-be | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,loct,V-be | NOUN,inan,neut plur,nomn | NOUN,inan,neut plur,nomn,V-be | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,ablt,V-be | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,accs,V-be | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,datv,V-be | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,gent,V-be | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,loct,V-be | NOUN,inan,neut sing,loct,V-be,V-bi | NOUN,inan,neut sing,nomn | NOUN,inan,neut sing,nomn,V-be	false	5.38	2	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
участок	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.71	45	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
участь	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.65	418	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
